state,district,Year,Month_Name,age_0_5,age_5_17,age_18_greater
Uttar Pradesh,Kushi Nagar,2025,July,779,777,14
Uttar Pradesh,Kushinagar,2025,May,170,229,10
Uttar Pradesh,Kushinagar,2025,September,1561,2351,6
Uttar Pradesh,Kushinagar,2025,October,681,1016,2
Uttar Pradesh,Kushinagar,2025,November,1169,1547,6
Uttar Pradesh,Kushinagar,2025,December,868,989,6
Uttar Pradesh,Kushinagar *,2025,September,0,1,0
Uttar Pradesh,Kushinagar *,2025,October,1,0,0
Uttar Pradesh,Kushinagar *,2025,November,2,0,0
Uttar Pradesh,Kushinagar *,2025,December,2,0,0
Himachal Pradesh,Lahaul and Spiti,2025,October,1,0,0
Himachal Pradesh,Lahaul and Spiti,2025,December,2,0,0
Himachal Pradesh,Lahul & Spiti,2025,September,13,0,0
Himachal Pradesh,Lahul & Spiti,2025,October,6,1,0
Himachal Pradesh,Lahul & Spiti,2025,November,15,0,0
Himachal Pradesh,Lahul & Spiti,2025,December,2,1,0
Himachal Pradesh,Lahul and Spiti,2025,September,10,1,0
Himachal Pradesh,Lahul and Spiti,2025,October,6,0,0
Himachal Pradesh,Lahul and Spiti,2025,November,10,0,0
Himachal Pradesh,Lahul and Spiti,2025,December,5,0,0
Assam,Lakhimpur,2025,March,25,34,42
Assam,Lakhimpur,2025,April,400,221,93
Assam,Lakhimpur,2025,May,404,216,127
Assam,Lakhimpur,2025,June,207,181,63
Assam,Lakhimpur,2025,July,536,216,159
Assam,Lakhimpur,2025,September,1317,448,8
Assam,Lakhimpur,2025,October,629,190,55
Assam,Lakhimpur,2025,November,562,186,53
Assam,Lakhimpur,2025,December,646,133,48
Bihar,Lakhisarai,2025,June,298,478,10
Bihar,Lakhisarai,2025,July,607,972,29
Bihar,Lakhisarai,2025,September,523,622,6
Bihar,Lakhisarai,2025,October,247,285,17
Bihar,Lakhisarai,2025,November,588,672,4
Bihar,Lakhisarai,2025,December,401,394,2
Lakshadweep,Lakshadweep,2025,September,60,4,0
Lakshadweep,Lakshadweep,2025,October,42,2,0
Lakshadweep,Lakshadweep,2025,November,59,4,1
Lakshadweep,Lakshadweep,2025,December,31,0,0
Uttar Pradesh,Lalitpur,2025,May,138,71,10
Uttar Pradesh,Lalitpur,2025,September,1070,557,24
Uttar Pradesh,Lalitpur,2025,October,475,175,20
Uttar Pradesh,Lalitpur,2025,November,1037,326,3
Uttar Pradesh,Lalitpur,2025,December,656,176,15
Jharkhand,Latehar,2025,September,600,384,1
Jharkhand,Latehar,2025,October,202,103,5
Jharkhand,Latehar,2025,November,507,305,4
Jharkhand,Latehar,2025,December,366,131,1
Maharashtra,Latur,2025,April,229,42,23
Maharashtra,Latur,2025,June,390,140,15
Maharashtra,Latur,2025,July,566,225,28
Maharashtra,Latur,2025,September,1719,695,30
Maharashtra,Latur,2025,October,913,188,12
Maharashtra,Latur,2025,November,1174,235,36
Maharashtra,Latur,2025,December,837,106,4
Mizoram,Lawngtlai,2025,May,280,62,29
Mizoram,Lawngtlai,2025,June,119,43,11
Mizoram,Lawngtlai,2025,July,240,59,31
Mizoram,Lawngtlai,2025,September,144,97,13
Mizoram,Lawngtlai,2025,October,66,17,12
Mizoram,Lawngtlai,2025,November,116,57,1
Mizoram,Lawngtlai,2025,December,199,46,0
Jammu and Kashmir,Leh,2025,September,32,12,1
Ladakh,Leh,2025,September,23,2,5
Jammu and Kashmir,Leh,2025,October,48,18,0
Ladakh,Leh,2025,October,23,4,2
Jammu and Kashmir,Leh,2025,November,53,6,0
Ladakh,Leh,2025,November,35,4,3
Jammu and Kashmir,Leh,2025,December,30,6,0
Ladakh,Leh,2025,December,20,3,1
Jammu & Kashmir,Leh (ladakh),2025,October,1,0,0
Jammu & Kashmir,Leh (ladakh),2025,December,2,0,0
Arunachal Pradesh,Leparada,2025,September,0,1,0
Arunachal Pradesh,Leparada,2025,November,0,0,1
Arunachal Pradesh,Leparada,2025,December,0,1,0
Jharkhand,Lohardaga,2025,April,187,104,17
Jharkhand,Lohardaga,2025,June,165,174,21
Jharkhand,Lohardaga,2025,September,388,277,1
Jharkhand,Lohardaga,2025,October,220,126,6
Jharkhand,Lohardaga,2025,November,421,153,11
Jharkhand,Lohardaga,2025,December,603,85,0
Arunachal Pradesh,Lohit,2025,September,30,18,0
Arunachal Pradesh,Lohit,2025,October,18,23,0
Arunachal Pradesh,Lohit,2025,November,17,11,1
Arunachal Pradesh,Lohit,2025,December,37,11,0
Arunachal Pradesh,Longding,2025,July,46,322,33
Arunachal Pradesh,Longding,2025,September,61,269,0
Arunachal Pradesh,Longding,2025,October,12,59,0
Arunachal Pradesh,Longding,2025,November,17,63,4
Arunachal Pradesh,Longding,2025,December,5,6,0
Nagaland,Longleng,2025,April,131,226,12
Nagaland,Longleng,2025,July,47,284,20
Nagaland,Longleng,2025,September,17,82,7
Nagaland,Longleng,2025,October,6,17,0
Nagaland,Longleng,2025,November,3,18,9
Nagaland,Longleng,2025,December,1,9,0
Arunachal Pradesh,Lower Dibang Valley,2025,September,24,19,0
Arunachal Pradesh,Lower Dibang Valley,2025,October,17,11,0
Arunachal Pradesh,Lower Dibang Valley,2025,November,7,14,2
Arunachal Pradesh,Lower Dibang Valley,2025,December,10,5,0
Arunachal Pradesh,Lower Siang,2025,September,6,6,0
Arunachal Pradesh,Lower Siang,2025,October,0,4,0
Arunachal Pradesh,Lower Siang,2025,November,4,7,3
Arunachal Pradesh,Lower Siang,2025,December,0,1,0
Arunachal Pradesh,Lower Subansiri,2025,September,19,25,0
Arunachal Pradesh,Lower Subansiri,2025,October,6,16,0
Arunachal Pradesh,Lower Subansiri,2025,November,18,10,0
Arunachal Pradesh,Lower Subansiri,2025,December,7,4,0
Uttar Pradesh,Lucknow,2025,March,23,102,17
Uttar Pradesh,Lucknow,2025,April,1235,1253,125
Uttar Pradesh,Lucknow,2025,May,608,560,48
Uttar Pradesh,Lucknow,2025,June,81,123,19
Uttar Pradesh,Lucknow,2025,July,1340,1322,88
Uttar Pradesh,Lucknow,2025,September,3575,2913,11
Uttar Pradesh,Lucknow,2025,October,2405,1806,17
Uttar Pradesh,Lucknow,2025,November,2678,1910,108
Uttar Pradesh,Lucknow,2025,December,1794,1332,21
Punjab,Ludhiana,2025,March,104,13,14
Punjab,Ludhiana,2025,April,1841,734,184
Punjab,Ludhiana,2025,May,876,458,49
Punjab,Ludhiana,2025,June,1095,645,90
Punjab,Ludhiana,2025,July,2012,1133,221
Punjab,Ludhiana,2025,September,2521,597,40
Punjab,Ludhiana,2025,October,1230,273,56
Punjab,Ludhiana,2025,November,1629,485,108
Punjab,Ludhiana,2025,December,901,235,70
Mizoram,Lunglei,2025,May,136,31,16
Mizoram,Lunglei,2025,July,83,32,20
Mizoram,Lunglei,2025,September,78,20,1
Mizoram,Lunglei,2025,October,90,11,0
Mizoram,Lunglei,2025,November,125,19,25
Mizoram,Lunglei,2025,December,29,3,7
West Bengal,MALDA,2025,September,3,1,0
West Bengal,MALDA,2025,October,7,0,0
West Bengal,MALDA,2025,November,4,0,0
Bihar,Madhepura,2025,September,1368,1485,15
Bihar,Madhepura,2025,October,981,1028,10
Bihar,Madhepura,2025,November,1002,830,7
Bihar,Madhepura,2025,December,1220,1074,7
Bihar,Madhubani,2025,March,46,235,49
Bihar,Madhubani,2025,April,388,485,60
Bihar,Madhubani,2025,May,874,995,102
Bihar,Madhubani,2025,June,876,1379,170
Bihar,Madhubani,2025,July,858,1181,102
Bihar,Madhubani,2025,September,2590,2425,86
Bihar,Madhubani,2025,October,2477,2035,125
Bihar,Madhubani,2025,November,2373,2207,77
Bihar,Madhubani,2025,December,2116,1592,27
Tamil Nadu,Madurai,2025,April,94,10,11
Tamil Nadu,Madurai,2025,June,62,14,12
Tamil Nadu,Madurai,2025,September,3504,367,6
Tamil Nadu,Madurai,2025,October,1623,202,1
Tamil Nadu,Madurai,2025,November,2381,314,7
Tamil Nadu,Madurai,2025,December,1211,117,2
Andhra Pradesh,Mahabub Nagar,2025,September,472,200,0
Andhra Pradesh,Mahabub Nagar,2025,October,270,102,0
Andhra Pradesh,Mahabub Nagar,2025,November,231,106,0
Andhra Pradesh,Mahabub Nagar,2025,December,106,24,0
Telangana,Mahabubabad,2025,September,457,83,1
Telangana,Mahabubabad,2025,October,329,67,0
Telangana,Mahabubabad,2025,November,329,71,0
Telangana,Mahabubabad,2025,December,134,32,0
Andhra Pradesh,Mahabubnagar,2025,September,3,0,0
Telangana,Mahabubnagar,2025,September,3115,994,2
Andhra Pradesh,Mahabubnagar,2025,October,1,0,0
Telangana,Mahabubnagar,2025,October,1889,671,2
Telangana,Mahabubnagar,2025,November,1744,570,11
Andhra Pradesh,Mahabubnagar,2025,December,3,0,0
Telangana,Mahabubnagar,2025,December,941,228,1
Uttar Pradesh,Maharajganj,2025,March,54,181,47
Uttar Pradesh,Maharajganj,2025,April,873,977,79
Uttar Pradesh,Maharajganj,2025,May,500,791,40
Uttar Pradesh,Maharajganj,2025,June,95,362,31
Uttar Pradesh,Maharajganj,2025,July,1186,2920,103
Uttar Pradesh,Maharajganj,2025,September,1239,2556,35
Uttar Pradesh,Maharajganj,2025,October,639,1104,54
Uttar Pradesh,Maharajganj,2025,November,916,1459,58
Uttar Pradesh,Maharajganj,2025,December,630,915,27
Chhattisgarh,Mahasamund,2025,September,998,194,2
Chhattisgarh,Mahasamund,2025,October,577,138,5
Chhattisgarh,Mahasamund,2025,November,779,154,14
Chhattisgarh,Mahasamund,2025,December,419,77,4
Andhra Pradesh,Mahbubnagar,2025,September,202,85,0
Andhra Pradesh,Mahbubnagar,2025,October,124,65,0
Andhra Pradesh,Mahbubnagar,2025,November,129,43,0
Andhra Pradesh,Mahbubnagar,2025,December,56,18,0
Haryana,Mahendragarh,2025,September,783,56,1
Haryana,Mahendragarh,2025,October,517,30,0
Haryana,Mahendragarh,2025,November,710,38,22
Haryana,Mahendragarh,2025,December,565,31,1
Gujarat,Mahesana,2025,April,433,55,65
Gujarat,Mahesana,2025,May,178,26,13
Gujarat,Mahesana,2025,July,821,269,67
Gujarat,Mahesana,2025,September,1232,255,23
Gujarat,Mahesana,2025,October,438,63,48
Gujarat,Mahesana,2025,November,1314,161,16
Gujarat,Mahesana,2025,December,873,79,61
Gujarat,Mahisagar,2025,April,110,12,16
Gujarat,Mahisagar,2025,June,106,37,18
Gujarat,Mahisagar,2025,July,369,162,33
Gujarat,Mahisagar,2025,September,547,83,19
Gujarat,Mahisagar,2025,October,187,30,22
Gujarat,Mahisagar,2025,November,405,51,12
Gujarat,Mahisagar,2025,December,312,22,10
Uttar Pradesh,Mahoba,2025,September,699,539,5
Uttar Pradesh,Mahoba,2025,October,336,154,4
Uttar Pradesh,Mahoba,2025,November,544,181,1
Uttar Pradesh,Mahoba,2025,December,400,155,2
Uttar Pradesh,Mahrajganj,2025,September,2,3,0
Uttar Pradesh,Mahrajganj,2025,October,3,3,0
Uttar Pradesh,Mahrajganj,2025,November,5,2,0
Uttar Pradesh,Mahrajganj,2025,December,0,1,0
Madhya Pradesh,Maihar,2025,September,118,8,4
Madhya Pradesh,Maihar,2025,October,79,6,7
Madhya Pradesh,Maihar,2025,November,90,2,7
Madhya Pradesh,Maihar,2025,December,91,4,2
Uttar Pradesh,Mainpuri,2025,April,348,313,46
Uttar Pradesh,Mainpuri,2025,June,327,443,13
Uttar Pradesh,Mainpuri,2025,July,958,1349,56
Uttar Pradesh,Mainpuri,2025,September,1193,1907,17
Uttar Pradesh,Mainpuri,2025,October,620,805,15
Uttar Pradesh,Mainpuri,2025,November,903,1023,15
Uttar Pradesh,Mainpuri,2025,December,707,643,25
Assam,Majuli,2025,July,154,45,11
Assam,Majuli,2025,September,101,64,0
Assam,Majuli,2025,October,32,20,0
Assam,Majuli,2025,November,19,14,0
Assam,Majuli,2025,December,41,14,0
Kerala,Malappuram,2025,May,135,121,10
Kerala,Malappuram,2025,September,2367,1187,31
Kerala,Malappuram,2025,October,2035,997,73
Kerala,Malappuram,2025,November,3086,1169,101
Kerala,Malappuram,2025,December,2582,642,31
West Bengal,Malda,2025,April,306,80,10
West Bengal,Malda,2025,June,115,127,10
West Bengal,Malda,2025,September,4325,1412,19
West Bengal,Malda,2025,October,2807,914,2
West Bengal,Malda,2025,November,2196,848,1
West Bengal,Malda,2025,December,2026,575,42
West Bengal,Maldah,2025,September,456,242,0
West Bengal,Maldah,2025,October,305,111,0
West Bengal,Maldah,2025,November,276,140,0
West Bengal,Maldah,2025,December,153,73,0
Punjab,Malerkotla,2025,September,262,56,0
Punjab,Malerkotla,2025,October,138,33,1
Punjab,Malerkotla,2025,November,181,42,4
Punjab,Malerkotla,2025,December,130,15,3
Odisha,Malkangiri,2025,September,1365,286,1
Orissa,Malkangiri,2025,September,18,4,0
Odisha,Malkangiri,2025,October,286,86,0
Orissa,Malkangiri,2025,October,4,0,0
Odisha,Malkangiri,2025,November,401,69,1
Orissa,Malkangiri,2025,November,8,1,0
Odisha,Malkangiri,2025,December,281,45,2
Orissa,Malkangiri,2025,December,10,2,0
Mizoram,Mamit,2025,September,46,9,0
Mizoram,Mamit,2025,October,37,9,3
Mizoram,Mamit,2025,November,44,4,0
Mizoram,Mamit,2025,December,14,5,0
Mizoram,Mammit,2025,September,16,3,0
Mizoram,Mammit,2025,October,19,5,0
Mizoram,Mammit,2025,November,24,0,0
Mizoram,Mammit,2025,December,12,0,0
Telangana,Mancherial,2025,September,329,69,1
Telangana,Mancherial,2025,October,235,39,0
Telangana,Mancherial,2025,November,206,41,0
Telangana,Mancherial,2025,December,154,20,0
Himachal Pradesh,Mandi,2025,September,669,17,3
Himachal Pradesh,Mandi,2025,October,563,12,3
Himachal Pradesh,Mandi,2025,November,745,10,5
Himachal Pradesh,Mandi,2025,December,483,4,0
Madhya Pradesh,Mandla,2025,September,1298,117,0
Madhya Pradesh,Mandla,2025,October,855,50,2
Madhya Pradesh,Mandla,2025,November,1310,62,2
Madhya Pradesh,Mandla,2025,December,1182,32,1
Madhya Pradesh,Mandsaur,2025,September,1547,323,3
Madhya Pradesh,Mandsaur,2025,October,1291,113,6
Madhya Pradesh,Mandsaur,2025,November,3253,225,9
Madhya Pradesh,Mandsaur,2025,December,1353,147,6
Karnataka,Mandya,2025,September,832,45,1
Karnataka,Mandya,2025,October,706,29,29
Karnataka,Mandya,2025,November,1000,42,13
Karnataka,Mandya,2025,December,863,34,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025,September,58,35,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025,October,51,15,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025,November,41,43,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2025,December,38,13,0
Sikkim,Mangan,2025,October,0,1,0
Sikkim,Mangan,2025,November,0,1,0
Sikkim,Mangan,2025,December,0,0,1
Punjab,Mansa,2025,September,394,49,2
Punjab,Mansa,2025,October,204,19,5
Punjab,Mansa,2025,November,241,28,2
Punjab,Mansa,2025,December,159,11,10
Assam,Marigaon,2025,March,117,184,245
Assam,Marigaon,2025,April,540,457,96
Assam,Marigaon,2025,May,130,219,29
Assam,Marigaon,2025,June,412,250,118
Assam,Marigaon,2025,July,1737,646,123
Assam,Marigaon,2025,September,1645,502,58
Assam,Marigaon,2025,October,666,231,52
Assam,Marigaon,2025,November,673,279,82
Assam,Marigaon,2025,December,815,160,21
Uttar Pradesh,Mathura,2025,March,39,40,42
Uttar Pradesh,Mathura,2025,June,467,890,32
Uttar Pradesh,Mathura,2025,July,133,151,10
Uttar Pradesh,Mathura,2025,September,1646,1798,10
Uttar Pradesh,Mathura,2025,October,943,932,12
Uttar Pradesh,Mathura,2025,November,1497,1258,17
Uttar Pradesh,Mathura,2025,December,1126,697,6
Uttar Pradesh,Mau,2025,September,963,2152,14
Uttar Pradesh,Mau,2025,October,524,1086,12
Uttar Pradesh,Mau,2025,November,666,1134,14
Uttar Pradesh,Mau,2025,December,437,570,7
Madhya Pradesh,Mauganj,2025,September,127,21,1
Madhya Pradesh,Mauganj,2025,October,104,19,0
Madhya Pradesh,Mauganj,2025,November,73,11,0
Madhya Pradesh,Mauganj,2025,December,75,7,0
Tamil Nadu,Mayiladuthurai,2025,September,180,22,0
Tamil Nadu,Mayiladuthurai,2025,October,88,11,0
Tamil Nadu,Mayiladuthurai,2025,November,100,20,1
Tamil Nadu,Mayiladuthurai,2025,December,69,11,0
Odisha,Mayurbhanj,2025,September,3027,877,4
Orissa,Mayurbhanj,2025,September,13,1,0
Odisha,Mayurbhanj,2025,October,1290,392,25
Orissa,Mayurbhanj,2025,October,4,0,0
Odisha,Mayurbhanj,2025,November,1192,369,6
Orissa,Mayurbhanj,2025,November,11,0,0
Odisha,Mayurbhanj,2025,December,718,222,0
Orissa,Mayurbhanj,2025,December,3,0,0
Andhra Pradesh,Medak,2025,September,465,84,1
Telangana,Medak,2025,September,2228,558,1
Andhra Pradesh,Medak,2025,October,277,67,0
Telangana,Medak,2025,October,1697,400,3
Andhra Pradesh,Medak,2025,November,288,66,0
Telangana,Medak,2025,November,1481,334,3
Andhra Pradesh,Medak,2025,December,146,12,0
Telangana,Medak,2025,December,752,87,0
Telangana,Medchal Malkajgiri,2025,June,159,119,20
Telangana,Medchal Malkajgiri,2025,July,250,146,10
Telangana,Medchal-malkajgiri,2025,April,76,25,15
Telangana,Medchal-malkajgiri,2025,September,905,277,16
Telangana,Medchal-malkajgiri,2025,October,791,234,24
Telangana,Medchal-malkajgiri,2025,November,774,240,40
Telangana,Medchal-malkajgiri,2025,December,518,124,11
Telangana,Medchal?malkajgiri,2025,September,0,1,0
Telangana,Medchal?malkajgiri,2025,October,1,0,0
Telangana,Medchal−malkajgiri,2025,September,135,37,2
Telangana,Medchal−malkajgiri,2025,October,126,18,0
Telangana,Medchal−malkajgiri,2025,November,119,22,0
Telangana,Medchal−malkajgiri,2025,December,65,11,0
West Bengal,Medinipur,2025,September,8,1,0
West Bengal,Medinipur,2025,October,6,2,0
West Bengal,Medinipur,2025,November,8,0,0
West Bengal,Medinipur,2025,December,4,0,0
West Bengal,Medinipur West,2025,June,45,67,10
West Bengal,Medinipur West,2025,July,280,233,10
Uttar Pradesh,Meerut,2025,April,1370,650,33
Uttar Pradesh,Meerut,2025,May,1663,1146,38
Uttar Pradesh,Meerut,2025,June,79,168,10
Uttar Pradesh,Meerut,2025,July,2293,1831,60
Uttar Pradesh,Meerut,2025,September,2889,2090,20
Uttar Pradesh,Meerut,2025,October,1952,1325,32
Uttar Pradesh,Meerut,2025,November,2600,1574,41
Uttar Pradesh,Meerut,2025,December,1331,814,18
Nagaland,Meluri,2025,September,1,2,1
Nagaland,Meluri,2025,October,0,5,0
Nagaland,Meluri,2025,November,1,6,1
Haryana,Mewat,2025,May,1169,147,11
Haryana,Mewat,2025,September,1281,117,3
Haryana,Mewat,2025,October,1347,90,0
Haryana,Mewat,2025,November,1739,116,3
Haryana,Mewat,2025,December,1453,80,2
Uttar Pradesh,Mirzapur,2025,September,1387,1782,1
Uttar Pradesh,Mirzapur,2025,October,626,726,2
Uttar Pradesh,Mirzapur,2025,November,909,1046,4
Uttar Pradesh,Mirzapur,2025,December,614,547,1
Punjab,Moga,2025,September,590,75,3
Punjab,Moga,2025,October,217,23,21
Punjab,Moga,2025,November,327,44,17
Punjab,Moga,2025,December,201,17,0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025,September,1,0,0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025,November,8,3,0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2025,December,1,1,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025,September,49,35,2
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025,October,36,17,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025,November,59,22,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2025,December,18,19,2
Nagaland,Mokokchung,2025,July,73,134,13
Nagaland,Mokokchung,2025,September,31,88,13
Nagaland,Mokokchung,2025,October,21,44,3
Nagaland,Mokokchung,2025,November,5,29,13
Nagaland,Mokokchung,2025,December,2,20,1
Nagaland,Mon,2025,June,39,121,14
Nagaland,Mon,2025,July,258,676,69
Nagaland,Mon,2025,September,130,225,30
Nagaland,Mon,2025,October,114,246,15
Nagaland,Mon,2025,November,65,119,41
Nagaland,Mon,2025,December,12,47,2
Bihar,Monghyr,2025,September,8,8,0
Bihar,Monghyr,2025,October,4,4,0
Bihar,Monghyr,2025,November,13,6,0
Bihar,Monghyr,2025,December,4,2,0
Uttar Pradesh,Moradabad,2025,April,1519,510,15
Uttar Pradesh,Moradabad,2025,May,1673,793,79
Uttar Pradesh,Moradabad,2025,June,1067,731,28
Uttar Pradesh,Moradabad,2025,July,2722,1295,34
Uttar Pradesh,Moradabad,2025,September,2568,1027,19
Uttar Pradesh,Moradabad,2025,October,1677,579,9
Uttar Pradesh,Moradabad,2025,November,2710,780,22
Uttar Pradesh,Moradabad,2025,December,1260,416,12
Gujarat,Morbi,2025,March,36,12,23
Gujarat,Morbi,2025,April,818,178,175
Gujarat,Morbi,2025,May,389,88,46
Gujarat,Morbi,2025,June,777,366,26
Gujarat,Morbi,2025,July,1789,825,215
Gujarat,Morbi,2025,September,638,141,49
Gujarat,Morbi,2025,October,276,46,63
Gujarat,Morbi,2025,November,499,88,37
Gujarat,Morbi,2025,December,326,59,19
Madhya Pradesh,Morena,2025,April,1027,459,82
Madhya Pradesh,Morena,2025,May,709,313,44
Madhya Pradesh,Morena,2025,June,1327,872,70
Madhya Pradesh,Morena,2025,July,3228,2669,176
Madhya Pradesh,Morena,2025,September,2231,1311,66
Madhya Pradesh,Morena,2025,October,1104,453,110
Madhya Pradesh,Morena,2025,November,2342,913,70
Madhya Pradesh,Morena,2025,December,2096,657,52
Punjab,Muktsar,2025,September,142,13,0
Punjab,Muktsar,2025,October,47,6,0
Punjab,Muktsar,2025,November,71,6,0
Punjab,Muktsar,2025,December,46,3,0
Telangana,Mulugu,2025,September,261,88,0
Telangana,Mulugu,2025,October,165,79,0
Telangana,Mulugu,2025,November,172,42,4
Telangana,Mulugu,2025,December,102,24,0
Maharashtra,Mumbai,2025,July,537,344,50
Maharashtra,Mumbai,2025,September,2758,1496,11
Maharashtra,Mumbai,2025,October,1943,689,4
Maharashtra,Mumbai,2025,November,3256,900,10
Maharashtra,Mumbai,2025,December,2100,452,2
Maharashtra,Mumbai City,2025,September,609,188,10
Maharashtra,Mumbai City,2025,October,479,69,24
Maharashtra,Mumbai City,2025,November,754,120,114
Maharashtra,Mumbai City,2025,December,472,72,18
Maharashtra,Mumbai Suburban,2025,April,389,109,44
Maharashtra,Mumbai Suburban,2025,May,882,457,230
Maharashtra,Mumbai Suburban,2025,July,3187,2177,207
Maharashtra,Mumbai Suburban,2025,September,2283,848,26
Maharashtra,Mumbai Suburban,2025,October,1479,365,62
Maharashtra,Mumbai Suburban,2025,November,2508,624,156
Maharashtra,Mumbai Suburban,2025,December,1752,366,65
Maharashtra,Mumbai( Sub Urban ),2025,September,95,26,0
Maharashtra,Mumbai( Sub Urban ),2025,October,56,21,0
Maharashtra,Mumbai( Sub Urban ),2025,November,120,18,0
Maharashtra,Mumbai( Sub Urban ),2025,December,69,14,0
Chhattisgarh,Mungeli,2025,September,801,112,1
Chhattisgarh,Mungeli,2025,October,590,95,0
Chhattisgarh,Mungeli,2025,November,738,107,1
Chhattisgarh,Mungeli,2025,December,471,41,0
Bihar,Munger,2025,April,191,278,22
Bihar,Munger,2025,June,117,279,10
Bihar,Munger,2025,July,241,445,13
Bihar,Munger,2025,September,640,964,11
Bihar,Munger,2025,October,377,470,21
Bihar,Munger,2025,November,495,589,27
Bihar,Munger,2025,December,384,509,4
West Bengal,Murshidabad,2025,September,12270,1592,15
West Bengal,Murshidabad,2025,October,7844,1135,6
West Bengal,Murshidabad,2025,November,7291,1133,3
West Bengal,Murshidabad,2025,December,4037,523,62
Uttar Pradesh,Muzaffarnagar,2025,April,680,308,27
Uttar Pradesh,Muzaffarnagar,2025,July,1025,604,32
Uttar Pradesh,Muzaffarnagar,2025,September,1794,1196,3
Uttar Pradesh,Muzaffarnagar,2025,October,1211,898,35
Uttar Pradesh,Muzaffarnagar,2025,November,1667,1146,14
Uttar Pradesh,Muzaffarnagar,2025,December,873,423,13
Bihar,Muzaffarpur,2025,March,24,40,10
Bihar,Muzaffarpur,2025,April,1159,865,65
Bihar,Muzaffarpur,2025,May,2161,2046,159
Bihar,Muzaffarpur,2025,June,1562,2080,140
Bihar,Muzaffarpur,2025,July,892,1217,40
Bihar,Muzaffarpur,2025,September,2712,2717,15
Bihar,Muzaffarpur,2025,October,1648,1596,111
Bihar,Muzaffarpur,2025,November,2197,2123,17
Bihar,Muzaffarpur,2025,December,1732,1419,108
Karnataka,Mysore,2025,September,739,63,1
Karnataka,Mysore,2025,October,681,48,0
Karnataka,Mysore,2025,November,760,57,0
Karnataka,Mysore,2025,December,677,46,1
Karnataka,Mysuru,2025,April,456,19,10
Karnataka,Mysuru,2025,July,349,138,80
Karnataka,Mysuru,2025,September,871,132,77
Karnataka,Mysuru,2025,October,655,51,17
Karnataka,Mysuru,2025,November,709,75,60
Karnataka,Mysuru,2025,December,610,48,4
Andhra Pradesh,N. T. R,2025,September,242,36,17
Andhra Pradesh,N. T. R,2025,October,149,20,5
Andhra Pradesh,N. T. R,2025,November,218,31,18
Andhra Pradesh,N. T. R,2025,December,181,10,6
West Bengal,NADIA,2025,September,2,0,0
West Bengal,NADIA,2025,October,1,0,0
ODISHA,NUAPADA,2025,September,1,0,0
Odisha,NUAPADA,2025,September,19,2,0
Odisha,NUAPADA,2025,October,6,2,0
Odisha,NUAPADA,2025,November,2,0,0
Odisha,NUAPADA,2025,December,7,0,0
Odisha,Nabarangapur,2025,April,182,82,12
Odisha,Nabarangapur,2025,September,2043,981,2
Odisha,Nabarangapur,2025,October,868,404,8
Orissa,Nabarangapur,2025,October,1,0,0
Odisha,Nabarangapur,2025,November,578,345,8
Odisha,Nabarangapur,2025,December,503,178,35
Orissa,Nabarangapur,2025,December,0,2,0
Odisha,Nabarangpur,2025,July,327,103,12
West Bengal,Nadia,2025,April,204,33,11
West Bengal,Nadia,2025,May,478,108,50
West Bengal,Nadia,2025,June,280,176,72
West Bengal,Nadia,2025,July,1312,556,187
West Bengal,Nadia,2025,September,4036,998,100
West Bengal,Nadia,2025,October,2539,710,21
West Bengal,Nadia,2025,November,2770,722,34
West Bengal,Nadia,2025,December,1625,320,368
Assam,Nagaon,2025,March,19,15,22
Assam,Nagaon,2025,April,504,236,36
Assam,Nagaon,2025,June,24,67,65
Assam,Nagaon,2025,July,1553,735,132
Assam,Nagaon,2025,September,3157,1088,1
Assam,Nagaon,2025,October,1261,513,57
Assam,Nagaon,2025,November,1319,509,65
Assam,Nagaon,2025,December,1165,315,15
Tamil Nadu,Nagapattinam,2025,September,1256,261,0
Tamil Nadu,Nagapattinam,2025,October,594,146,0
Tamil Nadu,Nagapattinam,2025,November,923,234,0
Tamil Nadu,Nagapattinam,2025,December,542,91,0
Telangana,Nagarkurnool,2025,September,467,111,0
Telangana,Nagarkurnool,2025,October,230,71,0
Telangana,Nagarkurnool,2025,November,248,67,1
Telangana,Nagarkurnool,2025,December,132,33,1
Rajasthan,Nagaur,2025,April,563,278,32
Rajasthan,Nagaur,2025,June,554,363,10
Rajasthan,Nagaur,2025,July,870,660,21
Rajasthan,Nagaur,2025,September,4461,1747,19
Rajasthan,Nagaur,2025,October,1384,611,18
Rajasthan,Nagaur,2025,November,2277,1012,104
Rajasthan,Nagaur,2025,December,1509,770,4
Maharashtra,Nagpur,2025,April,468,50,48
